DATE,EXPIRY,OPTION TYPE,STRIKE PRICE,OPEN,HIGH,LOW,CLOSE,LTP,SETTLE PRICE,TOTAL TRADED QUANTITY,MARKET LOT,PREMIUM VALUE,OPEN INTEREST,CHANGE IN OI,SYMBOL,INSTRUMENT_TYPE,YEAR,MONTH,SYMBOL_NAME
2024-01-25,2024-01-25,CE,20000.0,1413.75,1452.95,1247.0,1326.55,1354.95,21352.6,294200,50,6270139520.0,411650.0,-28800.0,NIFTY,OPTIDX,2024,1,NIFTY
2024-01-24,2024-01-25,CE,20000.0,1204.95,1505.85,1151.0,1489.75,1490.1,1489.75,126400,50,2696204362.5,440450.0,-33700.0,NIFTY,OPTIDX,2024,1,NIFTY
2024-01-23,2024-01-25,CE,20000.0,1719.75,1785.7,1156.95,1193.8,1206.95,1193.8,150850,50,3235241770.0,474150.0,-31700.0,NIFTY,OPTIDX,2024,1,NIFTY
2024-01-20,2024-01-25,CE,20000.0,1721.3,1753.15,1573.75,1610.55,1625.0,1610.55,60500,50,1311365797.5,505850.0,-27450.0,NIFTY,OPTIDX,2024,1,NIFTY
2024-01-19,2024-01-25,CE,20000.0,1630.25,1709.9,1585.0,1675.9,1680.9,1675.9,69650,50,1507960202.5,533300.0,-17300.0,NIFTY,OPTIDX,2024,1,NIFTY
2024-01-18,2024-01-25,CE,20000.0,1126.6,1573.65,1126.6,1529.45,1544.15,1529.45,135350,50,2906412677.5,550600.0,-47400.0,NIFTY,OPTIDX,2024,1,NIFTY
2024-01-17,2024-01-25,CE,20000.0,1851.9,1851.9,1570.0,1593.1,1591.25,1593.1,73000,50,1583733745.0,598000.0,-36400.0,NIFTY,OPTIDX,2024,1,NIFTY
2024-01-16,2024-01-25,CE,20000.0,2113.35,2133.0,1970.0,2022.1,2019.9,2022.1,40150,50,886153767.5,634400.0,-10400.0,NIFTY,OPTIDX,2024,1,NIFTY
2024-01-15,2024-01-25,CE,20000.0,2071.5,2146.25,1996.0,2134.35,2138.35,2134.35,43250,50,955325375.0,644800.0,-18050.0,NIFTY,OPTIDX,2024,1,NIFTY
2024-01-12,2024-01-25,CE,20000.0,1758.15,1990.0,1758.0,1943.95,1972.0,1943.95,74200,50,1625260692.5,662850.0,-30250.0,NIFTY,OPTIDX,2024,1,NIFTY
2024-01-11,2024-01-25,CE,20000.0,1750.0,1755.0,1636.0,1673.2,1680.0,1673.2,134550,50,2916736625.0,693100.0,-30450.0,NIFTY,OPTIDX,2024,1,NIFTY
2024-01-10,2024-01-25,CE,20000.0,1593.0,1736.45,1500.0,1706.85,1713.15,1706.85,38700,50,836719752.5,723550.0,800.0,NIFTY,OPTIDX,2024,1,NIFTY
2024-01-09,2024-01-25,CE,20000.0,1720.0,1802.0,1592.5,1614.35,1619.2,1614.35,76150,50,1650126265.0,722750.0,-6650.0,NIFTY,OPTIDX,2024,1,NIFTY
2024-01-08,2024-01-25,CE,20000.0,1783.45,1804.0,1565.3,1581.35,1565.3,1581.35,77850,50,1684489782.5,729400.0,-28150.0,NIFTY,OPTIDX,2024,1,NIFTY
2024-01-05,2024-01-25,CE,20000.0,1805.65,1823.1,1678.1,1787.55,1782.05,1787.55,55850,50,1215900147.5,757550.0,-13500.0,NIFTY,OPTIDX,2024,1,NIFTY
2024-01-04,2024-01-25,CE,20000.0,1659.85,1806.65,1659.85,1774.7,1806.65,1774.7,55500,50,1207020530.0,771050.0,1250.0,NIFTY,OPTIDX,2024,1,NIFTY
2024-01-03,2024-01-25,CE,20000.0,1706.35,1716.1,1578.3,1594.45,1591.7,1594.45,68400,50,1480306827.5,769800.0,-2500.0,NIFTY,OPTIDX,2024,1,NIFTY
